epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,33.6018,1.05171,2.51287,1.2433,0.34308,0.24656,0.31317,0.24329,0.6192,2.35048,0.93033,0.00041088,0.00041088,0.00041088
2,61.0281,1.08664,1.53081,1.27822,0.21752,0.51156,0.23174,0.16333,0.76587,2.3614,1.05264,0.000819354,0.000819354,0.000819354
